123,WAC-012,mb1,5/16/2006,10,34,4300,45,1,5.44,0.87,0,0.03,0.36,0.36,0.36,0.36,0.36,0.36,0,0.33,0,0,4.5,SW,10.45,SW
124,WAC-012,mb1,5/21/2006,10,35,4300,1,2,5.27,0.35,0,0.35,0.37,0.46,0.46,0.46,0.49,0.82,0,0.02,0.09,0,6.74,W,8.81,SW
125,WAC-012,mb1,5/28/2006,10,34,4300,180,1,6.3,0.03,0,0.06,0.85,0.85,0.85,0.85,0.85,0.91,0,0.79,0,0,3.12,E,1.45,W
126,WAC-012,mb1,6/4/2006,31,33.5,2000,1,0,3.54,0.57,6,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.01,0,0,0,6.46,S,2.31,SW
127,WAC-012,mb1,6/6/2006,10,34,4200,1,0,4.09,0.75,1,1.18,1.18,2.38,2.38,2.38,2.38,2.38,0.01,0,1.2,0,4.44,N,4.23,N
128,WAC-012,mb1,6/9/2006,10,34,4200,1,0,5.37,0.95,1,1.58,1.58,1.8,2.98,2.98,4.18,4.18,0.01,0,0.22,1.18,5.77,SW,9.82,SW
129,WAC-012,mb1,6/15/2006,10,34.2,2000,1,1,5.91,0.81,0,0.24,0.6,2.12,2.12,2.12,2.13,3.71,0,0.36,1.52,0,1.9,SE,6.3,SW
130,WAC-013,mb1,5/16/2005,10,33.7,2100,1,2,3.46,0.53,8,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0,0,0,0,1.78,SE,8.1,SW
131,WAC-013,mb1,5/25/2005,10,33,2000,180,2,6.65,0.95,2,0.5,0.5,0.5,0.51,0.78,0.78,0.78,0.01,0,0,0.01,2.94,N,0.35,N
132,WAC-013,mb1,5/31/2005,10,34.5,2000,225,2,5.31,0.37,1,0.73,0.73,0.84,0.84,0.84,0.84,1.34,0,0,0.11,0,8.57,NE,5.35,NE
133,WAC-013,mb1,6/2/2005,20,33,2000,1,2,5.72,0.18,0,0.48,0.5,1.23,1.23,1.34,1.34,1.34,0,0.02,0.73,0,2.92,SE,11.02,E
134,WAC-013,mb1,7/4/2005,10,35,4200,180,22,5.35,0.03,0,0.2,0.22,0.22,0.23,-1,-1,-1,0,0.02,0,0.01,4.23,SE,5.5,E
135,WAC-013,mb1,7/14/2005,75,33.9,2100,45,1,4.23,0.51,0,0.06,0.07,0.07,0.07,0.07,0.65,0.65,0,0.01,0,0,7.27,SW,5.22,SW
136,WAC-013,mb1,7/31/2005,171,34,2000,1,2,4.79,0.17,8,1.19,1.19,1.19,1.19,1.19,1.19,1.19,0.01,0,0,0,3.22,NE,3.98,SE
137,WAC-013,mb1,8/1/2005,20,33.3,2000,225,2,4.78,0.11,0,2.21,3.4,3.4,3.4,3.4,3.4,3.4,0.01,1.19,0,0,4.07,NE,3.22,NE
138,WAC-013,mb1,8/9/2005,96,33.2,4300,1,1,4.37,0.18,0,1.53,1.84,1.98,1.98,1.98,1.98,1.98,0.01,0.31,0.14,0,3.1,S,5.22,NE
139,WAC-013,mb1,9/15/2005,63,31.8,2000,1,0,6.41,0.92,0,3.48,5.12,5.85,5.85,5.85,5.85,5.85,0,1.64,0.73,0,3.79,NW,12.15,NW
140,WAC-013,mb1,9/27/2005,10,33,2200,1,2,3.82,0.28,7,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,4.12,NE,9.06,SW
141,WAC-013,mb1,10/12/2005,134,30.6,2100,1,22,5.24,0.71,0,0.06,0.55,0.55,1.54,3.81,6.55,7.42,0,0.49,0,0.99,8.61,NE,9.67,NE
