122,2001,130,2400,13.04,,0
121,2001,138,2045,12.8,,0.01
121,2001,138,2115,12.79,,0.01
122,2001,138,2400,12.78,,0.02
122,2001,139,2400,12.77,,0
122,2001,140,2400,12.76,,0
121,2001,141,530,12.76,,0.07
121,2001,141,545,12.76,,0.36
122,2001,150,2400,13.2,,0
122,2001,151,2400,13.19,,0
121,2001,152,1900,13.27,,0.01
121,2001,152,1910,13.27,,0.1
121,2001,152,2150,13.33,,0.01
121,2001,152,2200,13.34,,0.01
121,2001,152,2210,13.35,,0.18
121,2001,152,2220,13.35,,0.17
121,2001,152,2230,13.36,,0.06
121,2001,152,2240,13.36,,0.01
121,2001,152,2250,13.36,,0.01
122,2001,152,2400,13.2,,0.56
121,2001,153,50,13.36,,0.01
122,2001,153,2400,13.16,,0.01
121,2001,154,2140,13.27,,0.15
121,2001,154,2150,13.28,,0.37
121,2001,154,2200,13.3,,0.24
121,2001,154,2210,13.32,,0.05
121,2001,154,2220,13.33,,0.01
121,2001,154,2230,13.34,,0.01
121,2001,154,2240,13.35,,0.03
121,2001,154,2250,13.35,,0.01
121,2001,154,2300,13.36,,0.01
122,2001,154,2400,13.17,,0.88
122,2001,155,2400,13.16,,0
122,2001,156,2400,13.16,,0
121,2001,157,1530,13.21,,0.03
121,2001,157,1540,13.22,,0.14
121,2001,157,1550,13.25,,0.01
122,2001,157,2400,13.18,,0.18
122,2001,158,2400,13.15,,0
121,2001,159,1420,13.31,,0.01
121,2001,159,1430,13.31,,0.01
121,2001,159,1440,13.31,,0.02
121,2001,159,1450,13.31,,0.01
121,2001,159,1500,13.32,,0.01
121,2001,159,1940,13.3,,0.02
121,2001,159,1950,13.31,,0.08
121,2001,159,2000,13.31,,0.03
121,2001,159,2010,13.31,,0.03
121,2001,159,2030,13.32,,0.01
121,2001,159,2040,13.32,,0.01
121,2001,159,2140,13.34,,0.07
121,2001,159,2150,13.34,,0.21
121,2001,159,2200,13.34,,0.03
121,2001,159,2330,13.35,,0.01
122,2001,159,2400,13.27,,0.56
122,2001,160,2400,13.22,,0
121,2001,161,910,13.32,,0.01
122,2001,161,2400,13.19,,0.01
122,2001,162,2400,13.19,,0
122,2001,163,2400,13.19,,0
121,2001,164,1340,13.25,,0.03
121,2001,164,1350,13.25,,0.01
121,2001,164,1620,13.3,,0.01
121,2001,164,1720,13.33,,0.01
121,2001,164,1730,13.33,,0.03
121,2001,164,1740,13.33,,0.02
121,2001,164,1750,13.34,,0.04
121,2001,164,1800,13.34,,0.01
121,2001,164,1820,13.35,,0.02
121,2001,164,1830,13.35,,0.04
121,2001,164,1840,13.35,,0.03
121,2001,164,1850,13.35,,0.03
121,2001,164,1900,13.35,,0.01
121,2001,164,1920,13.35,,0.01
121,2001,164,1940,13.35,,0.01
121,2001,164,2000,13.35,,0.01
121,2001,164,2010,13.35,,0.01
121,2001,164,2040,13.35,,0.01
121,2001,164,2050,13.35,,0.01
121,2001,164,2110,13.35,,0.01
121,2001,164,2140,13.35,,0.01
121,2001,164,2150,13.35,,0.02
122,2001,164,2400,13.24,,0.39
121,2001,165,1420,13.25,,0.06
121,2001,165,1430,13.27,,0.02
121,2001,165,1440,13.28,,0.01
122,2001,165,2400,13.22,,0.09
121,2001,166,420,13.35,,0.01
121,2001,166,2400,13.28,,0.1
122,2001,166,2400,13.17,,0.11
121,2001,167,10,13.29,,0.02
121,2001,167,50,13.33,,0.02
121,2001,167,100,13.33,,0.02
121,2001,167,110,13.33,,0.02
121,2001,167,120,13.34,,0.01
121,2001,167,130,13.35,,0.01
121,2001,167,1100,13.22,,0.01
121,2001,167,2100,13.31,,0.04
121,2001,167,2130,13.32,,0.01
121,2001,167,2140,13.32,,0.03
121,2001,167,2150,13.33,,0.01
122,2001,167,2400,13.16,,0.2
122,2001,168,2400,13.18,,0
122,2001,169,2400,13.16,,0
122,2001,170,2400,13.21,,0
122,2001,171,2400,13.18,,0
122,2001,172,2400,13.16,,0
121,2001,173,1050,13.25,,0.29
121,2001,173,1100,13.27,,0.33
121,2001,173,1140,13.33,,0.02
121,2001,173,1150,13.33,,0.01
121,2001,173,1220,13.33,,0.01
122,2001,173,2400,13.18,,0.66
122,2001,174,2400,13.2,,0
122,2001,175,2400,13.19,,0
121,2001,176,2020,13.26,,0.05
121,2001,176,2030,13.26,,0.18
122,2001,176,2400,13.23,,0.23
122,2001,177,2400,13.16,,0
122,2001,178,2400,12.9,,0
122,2001,179,2400,12.9,,0
122,2001,180,2400,12.57,,0
122,2001,181,2400,12.93,,0
121,2001,182,1300,12.97,,0.08
121,2001,182,1310,12.98,,0.09
121,2001,182,1320,12.67,,0.01
121,2001,182,1530,13.03,,0.01
122,2001,182,2400,12.67,,0.19
121,2001,183,1630,12.96,,0.16
121,2001,183,1640,12.68,,0.68
121,2001,183,1650,12.95,,0.6
121,2001,183,1700,13,,0.02
121,2001,183,1730,13.03,,0.01
122,2001,183,2400,12.68,,1.47
121,2001,184,330,13.1,,0.01
121,2001,184,850,13.07,,0.01
121,2001,184,900,13.07,,0.07
121,2001,184,930,13.08,,0.01
121,2001,184,1530,13.02,,0.02
121,2001,184,1540,13.02,,0.02
121,2001,184,1550,13.03,,0.03
121,2001,184,1600,13.03,,0.01
121,2001,184,1630,13.04,,0.01
121,2001,184,1810,13.04,,0.01
121,2001,184,1820,13.04,,0.01
121,2001,184,1840,13.04,,0.01
121,2001,184,2110,13.05,,0.01
122,2001,184,2400,12.35,,0.23
122,2001,185,2400,12.96,,0
121,2001,186,250,13.05,,0.03
121,2001,186,300,13.06,,0.02
121,2001,186,320,13.06,,0.01
121,2001,186,340,13.07,,0.01
121,2001,186,820,13.06,,0.01
122,2001,186,2400,12.92,,0.08
121,2001,187,1600,12.68,,0.47
121,2001,187,1610,12.67,,0.76
121,2001,187,1620,12.66,,0.2
121,2001,187,1630,12.64,,0.01
122,2001,187,2400,12.28,,1.44
121,2001,188,750,13.12,,0.01
122,2001,188,2400,12.95,,0.01
121,2001,189,1500,13,,0.01
121,2001,189,2030,13.02,,0.01
122,2001,189,2400,12.98,,0.02
122,2001,190,2400,12.9,,0
122,2001,191,2400,12.92,,0
122,2001,192,2400,12.46,,0
